# Flights,# Auto Flights,Flight Time (s),Auto Flight Time (s),Manual Flight Time (s),Vertical Flight Time (s),Horizontal Flight Time (s),Waypoints Attempted,Waypoints Hit,Average Waypoint Deviance (m)
2,1,324.17,10.36,313.81,117.27,206.9,4,4,29.0
